time_s	gforce_x	gforce_y	gforce_z	lin_acc_x	lin_acc_y	lin_acc_z
28.024	-0.25	-0.1	1.04	-1.15	-1.48	0.09
28.025	-0.25	-0.1	1.04	-1.26	-1.43	0.44
28.034	-0.26	-0.08	1.07	-1.26	-1.43	0.44
28.035	-0.26	-0.08	1.07	-1.31	-1.29	0.77
28.054	-0.26	-0.06	1.09	-1.31	-1.29	0.77
28.055	-0.26	-0.06	1.09	-1.33	-1.11	0.97
28.057	-0.28	-0.05	1.12	-1.33	-1.11	0.97
28.058	-0.28	-0.05	1.12	-1.54	-1.0	1.27
28.085	-0.31	-0.05	1.15	-1.54	-1.0	1.27
28.086	-0.31	-0.05	1.15	-1.85	-0.98	1.6
28.087	-0.36	-0.05	1.17	-1.85	-0.98	1.6
28.088	-0.36	-0.05	1.17	-2.4	-1.04	1.77
28.09	-0.42	-0.06	1.19	-2.4	-1.04	1.77
28.091	-0.42	-0.06	1.19	-2.95	-1.14	1.98
28.095	-0.46	-0.06	1.2	-2.95	-1.14	1.98
28.096	-0.46	-0.06	1.2	-3.38	-1.17	2.0
28.104	-0.48	-0.07	1.18	-3.38	-1.17	2.0
28.106	-0.48	-0.07	1.18	-3.51	-1.22	1.85
28.114	-0.45	-0.07	1.16	-3.51	-1.22	1.85
28.115	-0.45	-0.07	1.16	-3.28	-1.27	1.64
28.126	-0.38	-0.11	1.18	-3.28	-1.27	1.64
28.129	-0.38	-0.11	1.18	-2.5	-1.61	1.87
28.134	-0.25	-0.16	1.18	-2.5	-1.61	1.87
28.135	-0.25	-0.16	1.18	-1.25	-2.07	1.81
28.144	-0.18	-0.19	1.17	-1.25	-2.07	1.81
28.145	-0.18	-0.19	1.17	-0.47	-2.4	1.75
28.154	-0.17	-0.18	1.21	-0.47	-2.4	1.75
28.155	-0.17	-0.18	1.21	-0.34	-2.32	2.19
28.17	-0.2	-0.17	1.31	-0.34	-2.32	2.19
28.172	-0.2	-0.17	1.31	-0.63	-2.14	3.1
28.212	-0.23	-0.16	1.43	-0.63	-2.14	3.1
28.215	-0.23	-0.16	1.43	-1.03	-2.06	4.32
28.216	-0.24	-0.18	1.53	-1.03	-2.06	4.32
28.217	-0.24	-0.18	1.53	-1.15	-2.25	5.26
28.218	-0.2	-0.19	1.52	-1.15	-2.25	5.26
28.219	-0.2	-0.19	1.52	-0.74	-2.35	5.16
28.22	-0.11	-0.16	1.41	-0.74	-2.35	5.16
28.221	-0.11	-0.16	1.41	0.14	-1.99	4.13
28.222	-0.03	-0.1	1.26	0.14	-1.99	4.13
28.225	-0.03	-0.1	1.26	1.02	-1.4	2.66
28.225	0.06	-0.04	1.1	1.02	-1.4	2.66
28.226	0.06	-0.04	1.1	1.89	-0.87	1.08
28.234	0.13	0.01	0.97	1.89	-0.87	1.08
28.235	0.13	0.01	0.97	2.7	-0.3	-0.2
28.259	0.2	0.08	0.86	2.7	-0.3	-0.2
28.261	0.2	0.08	0.86	3.42	0.33	-1.25
28.262	0.24	0.13	0.74	3.42	0.33	-1.25
28.262	0.24	0.13	0.74	3.91	0.89	-2.42
28.264	0.27	0.18	0.63	3.91	0.89	-2.42
28.266	0.27	0.18	0.63	4.17	1.36	-3.54
28.292	0.26	0.22	0.55	4.17	1.36	-3.54
28.294	0.26	0.22	0.55	4.16	1.7	-4.25
28.295	0.21	0.22	0.55	4.16	1.7	-4.25
28.296	0.21	0.22	0.55	3.74	1.77	-4.31
28.297	0.13	0.19	0.61	3.74	1.77	-4.31
28.297	0.13	0.19	0.61	2.92	1.49	-3.64
28.304	0.03	0.15	0.74	2.92	1.49	-3.64
28.305	0.03	0.15	0.74	1.97	1.08	-2.39
28.314	-0.08	0.09	0.87	1.97	1.08	-2.39
28.316	-0.08	0.09	0.87	0.88	0.49	-1.14
28.324	-0.16	0.01	0.98	0.88	0.49	-1.14
28.327	-0.16	0.01	0.98	0.0	-0.23	-0.04
28.334	-0.21	-0.05	1.07	0.0	-0.23	-0.04
28.335	-0.21	-0.05	1.07	-0.5	-0.86	0.81
28.344	-0.21	-0.1	1.12	-0.5	-0.86	0.81
28.345	-0.21	-0.1	1.12	-0.49	-1.31	1.25
28.354	-0.15	-0.16	1.11	-0.49	-1.31	1.25
28.355	-0.15	-0.16	1.11	0.08	-1.97	1.24
28.372	-0.12	-0.18	1.09	0.08	-1.97	1.24
28.375	-0.12	-0.18	1.09	0.34	-2.09	1.03
28.376	-0.11	-0.16	1.04	0.34	-2.09	1.03
28.377	-0.11	-0.16	1.04	0.52	-1.97	0.53
28.404	-0.1	-0.12	0.99	0.52	-1.97	0.53
28.406	-0.1	-0.12	0.99	0.6	-1.61	-0.01
28.406	-0.1	-0.07	0.93	0.6	-1.61	-0.01
28.407	-0.1	-0.07	0.93	0.58	-1.11	-0.56
28.408	-0.11	-0.02	0.88	0.58	-1.11	-0.56
28.41	-0.11	-0.02	0.88	0.57	-0.6	-1.06
28.415	-0.11	0.03	0.82	0.57	-0.6	-1.06
28.417	-0.11	0.03	0.82	0.56	-0.17	-1.59
28.424	-0.12	0.07	0.79	0.56	-0.17	-1.59
28.425	-0.12	0.07	0.79	0.45	0.2	-1.96
28.434	-0.13	0.08	0.77	0.45	0.2	-1.96
28.435	-0.13	0.08	0.77	0.38	0.38	-2.09
28.454	-0.16	0.09	0.77	0.38	0.38	-2.09
28.455	-0.16	0.09	0.77	0.08	0.47	-2.11
28.457	-0.19	0.1	0.79	0.08	0.47	-2.11
28.459	-0.19	0.1	0.79	-0.15	0.53	-1.94
28.486	-0.22	0.11	0.81	-0.15	0.53	-1.94
28.487	-0.22	0.11	0.81	-0.44	0.58	-1.72
28.488	-0.24	0.11	0.83	-0.44	0.58	-1.72
28.489	-0.24	0.11	0.83	-0.69	0.58	-1.5
28.49	-0.26	0.1	0.85	-0.69	0.58	-1.5
28.491	-0.26	0.1	0.85	-0.9	0.54	-1.36
28.499	-0.27	0.1	0.86	-0.9	0.54	-1.36
28.501	-0.27	0.1	0.86	-1.03	0.46	-1.24
28.504	-0.28	0.09	0.87	-1.03	0.46	-1.24
28.505	-0.28	0.09	0.87	-1.1	0.38	-1.17
28.514	-0.29	0.08	0.86	-1.1	0.38	-1.17
28.515	-0.29	0.08	0.86	-1.14	0.28	-1.19
28.524	-0.28	0.07	0.86	-1.14	0.28	-1.19
28.525	-0.28	0.07	0.86	-1.14	0.11	-1.22
28.534	-0.28	0.04	0.84	-1.14	0.11	-1.22
28.535	-0.28	0.04	0.84	-1.09	-0.12	-1.4
28.553	-0.27	0.02	0.81	-1.09	-0.12	-1.4
28.556	-0.27	0.02	0.81	-1.04	-0.36	-1.7
28.557	-0.25	0.01	0.78	-1.04	-0.36	-1.7
28.558	-0.25	0.01	0.78	-0.85	-0.44	-1.98
28.598	-0.24	0.0	0.76	-0.85	-0.44	-1.98
28.6	-0.24	0.0	0.76	-0.73	-0.55	-2.16
28.601	-0.24	-0.01	0.76	-0.73	-0.55	-2.16
28.601	-0.24	-0.01	0.76	-0.71	-0.7	-2.22
28.602	-0.24	-0.03	0.78	-0.71	-0.7	-2.22
28.604	-0.24	-0.03	0.78	-0.76	-0.84	-2.03
28.606	-0.24	-0.03	0.81	-0.76	-0.84	-2.03
28.608	-0.24	-0.03	0.81	-0.76	-0.9	-1.68
28.609	-0.25	-0.03	0.88	-0.76	-0.9	-1.68
28.61	-0.25	-0.03	0.88	-0.88	-0.92	-1.06
28.614	-0.26	-0.03	0.95	-0.88	-0.92	-1.06
28.617	-0.26	-0.03	0.95	-1.0	-0.91	-0.38
28.626	-0.27	-0.03	1.03	-1.0	-0.91	-0.38
28.628	-0.27	-0.03	1.03	-1.1	-0.92	0.41
28.634	-0.27	-0.04	1.1	-1.1	-0.92	0.41
28.635	-0.27	-0.04	1.1	-1.18	-0.94	1.06
28.644	-0.28	-0.04	1.14	-1.18	-0.94	1.06
28.645	-0.28	-0.04	1.14	-1.26	-0.96	1.45
28.654	-0.28	-0.03	1.16	-1.26	-0.96	1.45
28.655	-0.28	-0.03	1.16	-1.35	-0.92	1.64
28.672	-0.3	-0.02	1.17	-1.35	-0.92	1.64
28.674	-0.3	-0.02	1.17	-1.51	-0.8	1.79
28.675	-0.32	0.01	1.18	-1.51	-0.8	1.79
28.676	-0.32	0.01	1.18	-1.76	-0.5	1.88
28.684	-0.37	0.04	1.19	-1.76	-0.5	1.88
28.685	-0.37	0.04	1.19	-2.2	-0.25	1.98
28.709	-0.42	0.06	1.19	-2.2	-0.25	1.98
28.71	-0.42	0.06	1.19	-2.74	-0.04	1.94
28.713	-0.48	0.07	1.17	-2.74	-0.04	1.94
28.715	-0.48	0.07	1.17	-3.34	0.12	1.75
28.716	-0.54	0.07	1.14	-3.34	0.12	1.75
28.717	-0.54	0.07	1.14	-3.94	0.13	1.47
28.725	-0.59	0.07	1.11	-3.94	0.13	1.47
28.727	-0.59	0.07	1.11	-4.44	0.04	1.2
28.734	-0.59	0.06	1.11	-4.44	0.04	1.2
28.735	-0.59	0.06	1.11	-4.38	-0.05	1.15
28.745	-0.48	0.05	1.13	-4.38	-0.05	1.15
28.746	-0.48	0.05	1.13	-3.28	-0.14	1.41
28.754	-0.32	0.12	1.24	-3.28	-0.14	1.41
28.755	-0.32	0.12	1.24	-1.67	0.57	2.52
28.768	-0.21	0.2	1.34	-1.67	0.57	2.52
28.77	-0.21	0.2	1.34	-0.54	1.32	3.42
28.8	-0.14	0.19	1.38	-0.54	1.32	3.42
28.802	-0.14	0.19	1.38	0.14	1.19	3.9
28.805	-0.18	0.12	1.52	0.14	1.19	3.9
28.806	-0.18	0.12	1.52	-0.26	0.45	5.22
28.807	-0.15	0.11	1.48	-0.26	0.45	5.22
28.808	-0.15	0.11	1.48	0.06	0.37	4.88
28.814	-0.07	0.14	1.42	0.06	0.37	4.88
28.816	-0.07	0.14	1.42	0.8	0.56	4.21
28.824	-0.01	0.14	1.28	0.8	0.56	4.21
28.825	-0.01	0.14	1.28	1.45	0.59	2.87
28.834	0.03	0.12	1.11	1.45	0.59	2.87
28.835	0.03	0.12	1.11	1.88	0.34	1.23
28.854	0.07	0.07	0.96	1.88	0.34	1.23
28.855	0.07	0.07	0.96	2.32	-0.21	-0.21
28.857	0.1	0.02	0.83	2.32	-0.21	-0.21
28.857	0.1	0.02	0.83	2.6	-0.71	-1.53
28.863	0.13	-0.03	0.71	2.6	-0.71	-1.53
28.864	0.13	-0.03	0.71	2.99	-1.14	-2.69
28.882	0.15	-0.11	0.59	2.99	-1.14	-2.69
28.885	0.15	-0.11	0.59	3.25	-1.97	-3.84
28.886	0.16	-0.18	0.46	3.25	-1.97	-3.84
28.886	0.16	-0.18	0.46	3.39	-2.75	-5.07
28.895	0.18	-0.26	0.44	3.39	-2.75	-5.07
28.897	0.18	-0.26	0.44	3.56	-3.52	-5.24
28.904	0.1	-0.28	0.5	3.56	-3.52	-5.24
28.905	0.1	-0.28	0.5	2.82	-3.7	-4.66
28.914	0.02	-0.21	0.63	2.82	-3.7	-4.66
28.915	0.02	-0.21	0.63	1.99	-3.03	-3.44
28.924	-0.06	-0.14	0.8	1.99	-3.03	-3.44
28.926	-0.06	-0.14	0.8	1.15	-2.35	-1.75
28.934	-0.09	0.0	0.94	1.15	-2.35	-1.75
28.934	-0.09	0.0	0.94	0.81	-1.05	-0.43
28.944	-0.11	0.1	1.01	0.81	-1.05	-0.43
28.945	-0.11	0.1	1.01	0.57	-0.04	0.33
28.955	-0.13	0.18	1.14	0.57	-0.04	0.33
28.957	-0.13	0.18	1.14	0.29	0.72	1.58
28.978	-0.15	0.24	1.14	0.29	0.72	1.58
28.98	-0.15	0.24	1.14	0.15	1.34	1.57
28.982	-0.15	0.27	1.15	0.15	1.34	1.57
28.983	-0.15	0.27	1.15	0.07	1.71	1.66
28.985	-0.16	0.23	1.14	0.07	1.71	1.66
28.987	-0.16	0.23	1.14	-0.01	1.29	1.52
29.019	-0.17	0.23	1.08	-0.01	1.29	1.52
29.021	-0.17	0.23	1.08	-0.12	1.29	0.97
29.022	-0.17	0.1	1.0	-0.12	1.29	0.97
29.025	-0.17	0.1	1.0	-0.16	0.03	0.17
29.025	-0.15	0.05	0.9	-0.16	0.03	0.17
29.026	-0.15	0.05	0.9	0.0	-0.43	-0.88
29.027	-0.11	0.01	0.78	0.0	-0.43	-0.88
29.03	-0.11	0.01	0.78	0.41	-0.79	-1.97
29.036	-0.13	-0.03	0.7	0.41	-0.79	-1.97
29.038	-0.13	-0.03	0.7	0.29	-1.13	-2.74
29.057	-0.1	-0.06	0.63	0.29	-1.13	-2.74
29.059	-0.1	-0.06	0.63	0.58	-1.45	-3.46
29.06	-0.09	-0.09	0.62	0.58	-1.45	-3.46
29.061	-0.09	-0.09	0.62	0.71	-1.73	-3.59
29.064	-0.1	-0.12	0.6	0.71	-1.73	-3.59
29.065	-0.1	-0.12	0.6	0.6	-2.01	-3.78
29.09	-0.1	-0.15	0.64	0.6	-2.01	-3.78
29.091	-0.1	-0.15	0.64	0.6	-2.23	-3.35
29.093	-0.14	-0.17	0.69	0.6	-2.23	-3.35
29.094	-0.14	-0.17	0.69	0.2	-2.47	-2.9
29.095	-0.17	-0.19	0.78	0.2	-2.47	-2.9
29.095	-0.17	-0.19	0.78	-0.15	-2.63	-1.99
29.103	-0.21	-0.2	0.86	-0.15	-2.63	-1.99
29.104	-0.21	-0.2	0.86	-0.53	-2.66	-1.24
29.114	-0.24	-0.2	0.94	-0.53	-2.66	-1.24
29.115	-0.24	-0.2	0.94	-0.93	-2.64	-0.48
29.125	-0.26	-0.18	0.99	-0.93	-2.64	-0.48
29.127	-0.26	-0.18	0.99	-1.2	-2.47	0.01
29.133	-0.28	-0.16	1.02	-1.2	-2.47	0.01
29.134	-0.28	-0.16	1.02	-1.45	-2.19	0.35
29.143	-0.3	-0.13	1.04	-1.45	-2.19	0.35
29.145	-0.3	-0.13	1.04	-1.63	-1.91	0.53
29.154	-0.3	-0.1	1.04	-1.63	-1.91	0.53
29.154	-0.3	-0.1	1.04	-1.73	-1.65	0.53
29.173	-0.3	-0.08	1.03	-1.73	-1.65	0.53
29.174	-0.3	-0.08	1.03	-1.73	-1.41	0.4
29.175	-0.29	-0.06	1.01	-1.73	-1.41	0.4
29.177	-0.29	-0.06	1.01	-1.61	-1.25	0.14
29.184	-0.26	-0.05	0.98	-1.61	-1.25	0.14
29.185	-0.26	-0.05	0.98	-1.41	-1.13	-0.13
29.21	-0.23	-0.04	0.95	-1.41	-1.13	-0.13
29.211	-0.23	-0.04	0.95	-1.11	-1.04	-0.45
29.212	-0.21	-0.04	0.92	-1.11	-1.04	-0.45
29.214	-0.21	-0.04	0.92	-0.85	-0.99	-0.68
29.215	-0.19	-0.03	0.91	-0.85	-0.99	-0.68
29.216	-0.19	-0.03	0.91	-0.69	-0.97	-0.81
29.226	-0.2	-0.03	0.9	-0.69	-0.97	-0.81
29.229	-0.2	-0.03	0.9	-0.8	-0.9	-0.95
29.234	-0.19	-0.02	0.92	-0.8	-0.9	-0.95
29.235	-0.19	-0.02	0.92	-0.74	-0.82	-0.74
29.244	-0.19	-0.02	0.94	-0.74	-0.82	-0.74
29.246	-0.19	-0.02	0.94	-0.73	-0.77	-0.5
29.253	-0.2	-0.01	0.98	-0.73	-0.77	-0.5
29.254	-0.2	-0.01	0.98	-0.8	-0.71	-0.09
29.264	-0.22	-0.01	1.04	-0.8	-0.71	-0.09
29.265	-0.22	-0.01	1.04	-1.0	-0.7	0.51
29.281	-0.26	-0.03	1.12	-1.0	-0.7	0.51
29.283	-0.26	-0.03	1.12	-1.38	-0.85	1.22
29.284	-0.31	-0.05	1.19	-1.38	-0.85	1.22
29.285	-0.31	-0.05	1.19	-1.96	-1.07	1.95
29.31	-0.38	-0.07	1.26	-1.96	-1.07	1.95
29.311	-0.38	-0.07	1.26	-2.57	-1.31	2.6
29.311	-0.43	-0.1	1.3	-2.57	-1.31	2.6
29.312	-0.43	-0.1	1.3	-3.14	-1.6	2.96
29.314	-0.47	-0.12	1.29	-3.14	-1.6	2.96
29.314	-0.47	-0.12	1.29	-3.57	-1.76	2.87
29.324	-0.48	-0.13	1.23	-3.57	-1.76	2.87
29.326	-0.48	-0.13	1.23	-3.62	-1.82	2.36
29.334	-0.47	-0.12	1.16	-3.62	-1.82	2.36
29.337	-0.47	-0.12	1.16	-3.53	-1.75	1.61
29.352	-0.44	-0.11	1.11	-3.53	-1.75	1.61
29.354	-0.44	-0.11	1.11	-3.15	-1.66	1.15
29.355	-0.35	-0.12	1.11	-3.15	-1.66	1.15
29.355	-0.35	-0.12	1.11	-2.29	-1.75	1.13
29.364	-0.24	-0.17	1.11	-2.29	-1.75	1.13
29.365	-0.24	-0.17	1.11	-1.11	-2.16	1.13
29.386	-0.14	-0.2	1.15	-1.11	-2.16	1.13
29.388	-0.14	-0.2	1.15	-0.19	-2.45	1.51
29.389	-0.11	-0.21	1.26	-0.19	-2.45	1.51
29.389	-0.11	-0.21	1.26	0.14	-2.58	2.59
29.394	-0.13	-0.22	1.41	0.14	-2.58	2.59
29.394	-0.13	-0.22	1.41	0.0	-2.69	4.09
29.407	-0.16	-0.21	1.51	0.0	-2.69	4.09
29.409	-0.16	-0.21	1.51	-0.36	-2.55	5.05
29.414	-0.19	-0.21	1.54	-0.36	-2.55	5.05
29.415	-0.19	-0.21	1.54	-0.65	-2.49	5.41
29.424	-0.16	-0.2	1.5	-0.65	-2.49	5.41
29.425	-0.16	-0.2	1.5	-0.38	-2.39	5.02
29.434	-0.09	-0.15	1.37	-0.38	-2.39	5.02
29.434	-0.09	-0.15	1.37	0.34	-1.89	3.69
29.444	0.0	-0.08	1.18	0.34	-1.89	3.69
29.445	0.0	-0.08	1.18	1.21	-1.19	1.85
29.472	0.08	-0.02	1.01	1.21	-1.19	1.85
29.474	0.08	-0.02	1.01	2.04	-0.64	0.22
29.475	0.16	0.03	0.88	2.04	-0.64	0.22
29.476	0.16	0.03	0.88	2.93	-0.07	-1.09
29.477	0.23	0.09	0.76	2.93	-0.07	-1.09
29.477	0.23	0.09	0.76	3.65	0.55	-2.21
29.483	0.27	0.15	0.66	3.65	0.55	-2.21
29.485	0.27	0.15	0.66	4.09	1.09	-3.25
29.507	0.28	0.18	0.58	4.09	1.09	-3.25
29.509	0.28	0.18	0.58	4.19	1.45	-4.04
29.51	0.24	0.22	0.53	4.19	1.45	-4.04
29.511	0.24	0.22	0.53	3.92	1.78	-4.52
29.514	0.16	0.24	0.57	3.92	1.78	-4.52
29.515	0.16	0.24	0.57	3.16	2.0	-4.09
29.525	0.07	0.23	0.64	3.16	2.0	-4.09
29.528	0.07	0.23	0.64	2.22	1.93	-3.39
29.534	-0.03	0.15	0.77	2.22	1.93	-3.39
29.535	-0.03	0.15	0.77	1.27	1.17	-2.1
29.543	-0.14	0.04	0.9	1.27	1.17	-2.1
29.545	-0.14	0.04	0.9	0.15	0.16	-0.83
29.554	-0.22	-0.05	1.04	0.15	0.16	-0.83
29.555	-0.22	-0.05	1.04	-0.67	-0.78	0.53
29.569	-0.24	-0.13	1.13	-0.67	-0.78	0.53
29.57	-0.24	-0.13	1.13	-0.95	-1.5	1.37
29.601	-0.22	-0.17	1.18	-0.95	-1.5	1.37
29.602	-0.22	-0.17	1.18	-0.74	-1.86	1.83
29.605	-0.19	-0.19	1.18	-0.74	-1.86	1.83
29.605	-0.19	-0.19	1.18	-0.43	-2.14	1.87
29.606	-0.16	-0.2	1.15	-0.43	-2.14	1.87
29.607	-0.16	-0.2	1.15	-0.17	-2.21	1.59
29.608	-0.14	-0.17	1.1	-0.17	-2.21	1.59
29.609	-0.14	-0.17	1.1	0.03	-1.95	1.04
29.614	-0.12	-0.13	1.01	0.03	-1.95	1.04
29.615	-0.12	-0.13	1.01	0.22	-1.54	0.23
29.625	-0.11	-0.08	0.93	0.22	-1.54	0.23
29.626	-0.11	-0.08	0.93	0.35	-1.05	-0.6
29.634	-0.09	-0.02	0.78	0.35	-1.05	-0.6
29.635	-0.09	-0.02	0.78	0.55	-0.54	-2.07
29.644	-0.08	0.07	0.74	0.55	-0.54	-2.07
29.645	-0.08	0.07	0.74	0.71	0.41	-2.42
29.653	-0.09	0.1	0.71	0.71	0.41	-2.42
29.655	-0.09	0.1	0.71	0.63	0.71	-2.73
29.675	-0.1	0.12	0.71	0.63	0.71	-2.73
29.677	-0.1	0.12	0.71	0.5	0.92	-2.71
29.677	-0.14	0.13	0.73	0.5	0.92	-2.71
29.678	-0.14	0.13	0.73	0.09	1.02	-2.55
29.684	-0.17	0.14	0.77	0.09	1.02	-2.55
29.685	-0.17	0.14	0.77	-0.13	1.09	-2.15
29.71	-0.2	0.14	0.8	-0.13	1.09	-2.15
29.712	-0.2	0.14	0.8	-0.43	1.08	-1.82
29.713	-0.22	0.13	0.84	-0.43	1.08	-1.82
29.714	-0.22	0.13	0.84	-0.66	1.0	-1.47
29.715	-0.24	0.11	0.86	-0.66	1.0	-1.47
29.716	-0.24	0.11	0.86	-0.91	0.74	-1.28
29.725	-0.26	0.08	0.88	-0.91	0.74	-1.28
29.726	-0.26	0.08	0.88	-1.14	0.41	-1.09
29.734	-0.27	0.04	0.89	-1.14	0.41	-1.09
29.734	-0.27	0.04	0.89	-1.28	0.04	-1.01
29.744	-0.28	0.0	0.89	-1.28	0.04	-1.01
29.745	-0.28	0.0	0.89	-1.37	-0.38	-0.98
29.755	-0.28	-0.03	0.9	-1.37	-0.38	-0.98
29.756	-0.28	-0.03	0.9	-1.44	-0.71	-0.85
29.776	-0.29	-0.06	0.9	-1.44	-0.71	-0.85
29.782	-0.29	-0.06	0.9	-1.47	-0.96	-0.88
29.784	-0.29	-0.07	0.9	-1.47	-0.96	-0.88
29.785	-0.29	-0.07	0.9	-1.51	-1.11	-0.91
29.786	-0.29	-0.08	0.88	-1.51	-1.11	-0.91
29.786	-0.29	-0.08	0.88	-1.5	-1.23	-1.13
29.81	-0.28	-0.09	0.85	-1.5	-1.23	-1.13
29.811	-0.28	-0.09	0.85	-1.48	-1.29	-1.37
29.812	-0.27	-0.09	0.83	-1.48	-1.29	-1.37
29.812	-0.27	-0.09	0.83	-1.39	-1.25	-1.63
29.813	-0.25	-0.08	0.8	-1.39	-1.25	-1.63
29.814	-0.25	-0.08	0.8	-1.21	-1.2	-1.83
29.824	-0.23	-0.07	0.8	-1.21	-1.2	-1.83
29.825	-0.23	-0.07	0.8	-0.95	-1.04	-1.83
29.833	-0.21	-0.05	0.83	-0.95	-1.04	-1.83
29.834	-0.21	-0.05	0.83	-0.82	-0.85	-1.61
29.844	-0.2	-0.03	0.88	-0.82	-0.85	-1.61
29.845	-0.2	-0.03	0.88	-0.71	-0.69	-1.09
29.854	-0.2	-0.02	0.97	-0.71	-0.69	-1.09
29.854	-0.2	-0.02	0.97	-0.78	-0.6	-0.24
29.871	-0.22	-0.03	1.05	-0.78	-0.6	-0.24
29.873	-0.22	-0.03	1.05	-0.97	-0.7	0.53
29.874	-0.25	-0.06	1.11	-0.97	-0.7	0.53
29.875	-0.25	-0.06	1.11	-1.3	-0.95	1.18
29.884	-0.27	-0.07	1.17	-1.3	-0.95	1.18
29.885	-0.27	-0.07	1.17	-1.53	-1.07	1.77
29.907	-0.3	-0.06	1.21	-1.53	-1.07	1.77
29.909	-0.3	-0.06	1.21	-1.87	-1.0	2.14
29.91	-0.35	-0.04	1.25	-1.87	-1.0	2.14
29.91	-0.35	-0.04	1.25	-2.32	-0.76	2.5
29.914	-0.4	-0.01	1.26	-2.32	-0.76	2.5
29.915	-0.4	-0.01	1.26	-2.89	-0.44	2.6
29.926	-0.46	0.03	1.22	-2.89	-0.44	2.6
29.927	-0.46	0.03	1.22	-3.49	-0.12	2.23
29.933	-0.52	0.04	1.18	-3.49	-0.12	2.23
29.934	-0.52	0.04	1.18	-4.03	0.07	1.78
29.943	-0.57	0.07	1.09	-4.03	0.07	1.78
29.944	-0.57	0.07	1.09	-4.49	0.28	0.96
29.966	-0.58	0.08	1.07	-4.49	0.28	0.96
29.967	-0.58	0.08	1.07	-4.62	0.44	0.72
29.968	-0.49	0.11	1.1	-4.62	0.44	0.72
29.97	-0.49	0.11	1.1	-3.65	0.75	1.05
29.997	-0.31	0.23	1.24	-3.65	0.75	1.05
29.998	-0.31	0.23	1.24	-1.84	1.85	2.44
29.999	-0.19	0.34	1.35	-1.84	1.85	2.44
30.0	-0.19	0.34	1.35	-0.67	2.97	3.52
30.001	-0.14	0.36	1.42	-0.67	2.97	3.52
30.001	-0.14	0.36	1.42	-0.16	3.17	4.2
30.004	-0.14	0.33	1.53	-0.16	3.17	4.2
30.005	-0.14	0.33	1.53	-0.14	2.87	5.31
30.014	-0.16	0.29	1.58	-0.14	2.87	5.31
30.016	-0.16	0.29	1.58	-0.35	2.44	5.78
30.023	-0.16	0.24	1.53	-0.35	2.44	5.78
30.025	-0.16	0.24	1.53	-0.43	1.87	5.23
30.034	-0.1	0.22	1.42	-0.43	1.87	5.23
30.034	-0.1	0.22	1.42	0.15	1.62	4.22
30.043	-0.02	0.22	1.3	0.15	1.62	4.22
30.044	-0.02	0.22	1.3	1.01	1.59	2.99
30.067	0.05	0.2	1.14	1.01	1.59	2.99
30.068	0.05	0.2	1.14	1.69	1.36	1.49
30.072	0.09	0.16	0.98	1.69	1.36	1.49
30.073	0.09	0.16	0.98	2.18	0.94	-0.11
30.074	0.13	0.11	0.82	2.18	0.94	-0.11
30.075	0.13	0.11	0.82	2.59	0.43	-1.62
30.084	0.16	0.05	0.68	2.59	0.43	-1.62
30.086	0.16	0.05	0.68	2.92	-0.2	-2.97
30.101	0.18	-0.01	0.58	2.92	-0.2	-2.97
30.105	0.18	-0.01	0.58	3.25	-0.75	-4.02
30.107	0.19	-0.06	0.49	3.25	-0.75	-4.02
30.108	0.19	-0.06	0.49	3.42	-1.29	-4.86
30.113	0.19	-0.12	0.44	3.42	-1.29	-4.86
30.114	0.19	-0.12	0.44	3.45	-1.85	-5.37
30.124	0.13	-0.2	0.49	3.45	-1.85	-5.37
30.125	0.13	-0.2	0.49	2.88	-2.68	-4.87
30.134	0.02	-0.2	0.65	2.88	-2.68	-4.87
30.135	0.02	-0.2	0.65	1.71	-2.67	-3.29
30.144	-0.05	-0.12	0.84	1.71	-2.67	-3.29
30.145	-0.05	-0.12	0.84	1.07	-1.95	-1.39
30.166	-0.08	-0.02	1.0	1.07	-1.95	-1.39
30.167	-0.08	-0.02	1.0	0.7	-0.93	0.16
30.168	-0.1	0.06	1.12	0.7	-0.93	0.16
30.169	-0.1	0.06	1.12	0.46	-0.18	1.33
30.197	-0.12	0.11	1.19	0.46	-0.18	1.33
30.199	-0.12	0.11	1.19	0.18	0.3	1.96
30.2	-0.14	0.16	1.23	0.18	0.3	1.96
30.201	-0.14	0.16	1.23	0.0	0.89	2.33
30.201	-0.13	0.18	1.21	0.0	0.89	2.33
30.202	-0.13	0.18	1.21	0.11	1.06	2.21
30.209	-0.11	0.15	1.17	0.11	1.06	2.21
30.21	-0.11	0.15	1.17	0.27	0.8	1.77
30.214	-0.11	0.1	1.09	0.27	0.8	1.77
30.215	-0.11	0.1	1.09	0.25	0.29	0.98
30.223	-0.1	0.03	1.0	0.25	0.29	0.98
30.225	-0.1	0.03	1.0	0.31	-0.33	0.12
30.234	-0.09	-0.02	0.91	0.31	-0.33	0.12
30.235	-0.09	-0.02	0.91	0.46	-0.81	-0.76
30.244	-0.07	-0.05	0.82	0.46	-0.81	-0.76
30.245	-0.07	-0.05	0.82	0.64	-1.1	-1.7
30.266	-0.06	-0.07	0.72	0.64	-1.1	-1.7
30.268	-0.06	-0.07	0.72	0.79	-1.33	-2.6
30.269	-0.04	-0.08	0.67	0.79	-1.33	-2.6
30.27	-0.04	-0.08	0.67	1.06	-1.42	-3.16
